,Titulo,Data,Cluster
7294,brit expat 'leaving spain drove ' retiree abandon costa sol brexit,2021-10-03,2
7293,"tui ax holiday trip malta , spain , italy egypt cancelled",2021-10-03,2
7292,the lesser-known story brazilian holy inquisition,2021-10-03,2
7291,spain give £176m island la palma aid volcanic ...,2021-10-03,2
7290,"'miracle material ' graphene , heart covid-19 conspiracy | daily sabah",2021-10-03,2
7289,smoking spain : should banned terrace ?,2021-10-03,2
7287,afghanistan wheelchair basketball captain make club debut ...,2021-10-03,2
7288,prevalence outcomes patients with covid-19 ...,2021-10-03,2
7285,argentina probe attendance number buenos aires ...,2021-10-03,1
7284,ricardo moccero : “ volver celebrar fiestas patronales ...,2021-10-03,2
7283,pandora papers : argentina tercer país implicados,2021-10-03,1
7282,habilitan teleconsultas testeos dermatológicos ...,2021-10-03,2
7281,"luego 220 días casos chance perder noviembre , insfrán `` abre todo '' formosa",2021-10-03,2
7280,"la madre viviana canosa , internada coronavirus",2021-10-03,0
7279,la madre viviana canosa internada coronavirus,2021-10-03,0
7278,"la madre viviana canosa , internada grave covid : últimas noticias sabe",2021-10-03,1
7277,vacunación niños 3 11 años : dijo sociedad argentina pediatría autorización sinoph,2021-10-03,1
7286,las últimas publicaciones acero cali cuenta instagram muerte,2021-10-03,2
7309,spain 's foreign tourism soar well pre-pandemic level,2021-10-04,2
7310,la palma coastline expands after lava pours into the ocean,2021-10-04,1
7311,benidorm brace return british holidaymaker,2021-10-04,2
7312,spain facilitates entry rules travellers from malta ...,2021-10-04,2
7308,rusia bate quinta vez semana récord casos ...,2021-10-04,2
7314,¿qué países europa estudian convertir teletrabajo ...,2021-10-04,2
7315,murcia unemployment rate drop 7.29 per cent september,2021-10-04,2
7316,fewer active case murcia : covid update october 4,2021-10-04,2
7313,self-employed spain : six must-visit website apply ...,2021-10-04,2
7307,alicante record lowest weekend data since june : valencia ...,2021-10-04,2
7301,rigen nuevas medidas covid-19 san juan,2021-10-04,2
7305,celebramos día internacional personas mayores,2021-10-04,2
7298,coronavirus argentina : cuántos casos muertes hoy 4 octubre,2021-10-04,0
7299,furia asesor axel kicillof sociedad argentina pediatría : “ son manga gorilas ”,2021-10-04,1
7300,la ocupación camas uti baja comienzo pandemia argentina,2021-10-04,1
7297,"llegaron 1,1 millones vacunas argentina casi ...",2021-10-04,1
7302,el rol educación financiera recuperación po ...,2021-10-04,2
7303,la provincia abrió inscripción vacunar menores 3 ...,2021-10-04,1
7304,"cómo `` síndrome anal inquieto '' , enfermedad podría asociada covid-19",2021-10-04,2
7306,melbourne superó buenos aires ciudad confinamiento largo mundo,2021-10-04,2
7328,october 9 : end covid restriction valencia region,2021-10-05,2
7335,uk much 'headroom ' rising covid case ...,2021-10-05,2
7334,covid‐19 school closure cumulative disadvantage ...,2021-10-05,2
7333,hungary 's embassy kyrgyzstan start issuing schengen ...,2021-10-05,2
7332,spain 's coalition government agrees new housing law,2021-10-05,2
7331,world 's most & least powerful passports have difference ...,2021-10-05,2
7330,simulacros 'phishing ' rechazar 2.000 ataques ...,2021-10-05,2
7329,explained : how british non-eu tourist profit ...,2021-10-05,2
7327,spain give young mid-income earner €250 monthly rental ...,2021-10-05,2
7336,current covid restriction murcia : limit customer per ...,2021-10-05,2
7325,el 94 % fallecidos hospitales perú covid-19 vacunado,2021-10-05,2
7317,ministros salud país acordaron avanzar ...,2021-10-05,2
7318,la sociedad argentina pediatría avaló decisión oficial ...,2021-10-05,1
7319,aprueban emergencia vacuna chico 12 años : cuál,2021-10-05,2
7320,es engañoso vacuna sinopharm vacuna “ que ...,2021-10-05,2
7326,"con apoyo bid , gobierno fortalece programa ...",2021-10-05,2
7322,córdoba vacunará niños niñas 3 11 años - web ...,2021-10-05,2
7323,"pfizer : efectividad vacuna comienza caer partir seis me , según estudio",2021-10-05,2
7324,vuelos : 19 octubre eliminan cupos ...,2021-10-05,2
7321,"vacunación chico 3 11 años : cuándo empieza , día requisitos",2021-10-05,2
7347,covid-19 : eficacia vacuna pfizer cae 47 % 6 ...,2021-10-06,2
7355,"pablo gavi , sergio busquets david gea train spain ahead italy - picture",2021-10-06,2
7354,six million spaniards live extreme poverty,2021-10-06,2
7353,"italy v spain nations league rating : bonucci 3 , verratti 5 ; torres 8 , gavi 7",2021-10-06,2
7352,german passport is europe 's most powerful & world 's third ...,2021-10-06,2
7351,covid‐19 global need knowledge nurse ' health,2021-10-06,2
7350,mar menor dead fish fiasco : ecologists launch eu complaint ...,2021-10-06,2
7349,"sweden , denmark pause moderna covid-19 vaccine ...",2021-10-06,2
7348,the state world 's children 2021 : on my mind ...,2021-10-06,2
7356,spain rent : monthly €250 bonus plan under-35s,2021-10-06,2
7346,coronavirus argentina : ¿cómo situación octubre 2020 pasa ahora ?,2021-10-06,0
7344,un informe unicef reveló consecuencia preocupante pandemia salud mental chico,2021-10-06,2
7343,covid-19 : uruguay aplicó 1 millón dosis refuerzo,2021-10-06,2
7342,"en reunión salud , sociedades científicas ...",2021-10-06,2
7341,"coronavirus : suecia supende vacuna moderna menores 30 años , tras casos miocarditis",2021-10-06,0
7340,arribó país nuevo cargamento 848.250 vacunas ...,2021-10-06,2
7339,el test serológico farmacov igm aprobado anmat,2021-10-06,2
7338,covid-19 : anmat aprobó uso emergencia vacuna johnson & johnson,2021-10-06,2
7337,qué dijo ops argentina vacune chico sinopharm,2021-10-06,1
7345,coronavirus argentina : pandemia estabiliza torno 1000 casos diarios debilita potencia,2021-10-06,0
7369,spain let youth spend cash windfall bullfight ...,2021-10-07,2
7370,japan secures 120 mln pfizer covid-19 vaccine dos ...,2021-10-07,2
7371,spain 's covid-19 rate 'low risk ' level first time 15 ...,2021-10-07,2
7368,spain announces €400 culture pas 'birthday gift ' teen ...,2021-10-07,2
7373,el juez expulsado magistratura portugal negacionismo covid-19,2021-10-07,2
7375,pain catastrophizing mediates rapid benefit accessing ...,2021-10-07,2
7376,11 european country covid vaccine rate higher uk,2021-10-07,2
7372,france produce dramatic comeback set uefa nations ...,2021-10-07,2
7367,palomo spain presenta córdoba inventa 'flamenco queer ',2021-10-07,2
7374,miles molinillos papel despedir víctimas ...,2021-10-07,2
7365,"con suero caballos , birmex alista producción tratamiento covid-19",2021-10-07,2
7358,argentina abre registro vacunar menores 3 11 años,2021-10-07,1
7366,un empresario vacunas covid-19 españa gestionó patrimonio sociedades 'offshore ',2021-10-07,2
7359,argentina presentó nuevo plan nacional salud mental ...,2021-10-07,1
7360,reino unido saca argentina `` lista roja '' covid-19 deja solo 7 países latinoamericanos,2021-10-07,2
7357,coronavirus argentina : cuántos casos muertes hoy 7 octubre,2021-10-07,0
7362,fernán quirós asegura tercera dosis calcula ...,2021-10-07,2
7363,las adolescentes afectados ...,2021-10-07,2
7364,covid-19 : conoce dónde puedes tomarte pruebas moleculares gratis lima,2021-10-07,2
7361,pfizer pidió fda autorice vacuna covid-19 niños 5 11 años,2021-10-07,2
7388,archived - spain considers permanently banning smoking ...,2021-10-08,2
7396,el grupo negacionista covid-19 'periodistas por ...,2021-10-08,2
7395,what need know sending gift spain ...,2021-10-08,2
7394,global prevalence burden depressive anxiety ...,2021-10-08,2
7393,palomo spain convierte paseo prado patio andaluz,2021-10-08,2
7392,spanish government greenlights draft budget record public spending,2021-10-08,2
7391,sailgp incorpora tripulantes femeninas regatas cádiz,2021-10-08,2
7390,ecdc says it is now safer travel most eu countries ...,2021-10-08,2
7389,"spain holiday travel warning airport closed , flight cancelled swimming ban",2021-10-08,2
7387,spain ’ s coronavirus transmission rate fall ‘ low risk ’ level first time since july 2020,2021-10-08,0
7386,"estudio efectos salud mental niñas , niños ...",2021-10-08,2
7385,el fenómeno perros entrenados detectar coronavirus crece mundo,2021-10-08,0
7384,"brazil surpasses 600,000 covid death",2021-10-08,2
7383,nicolás kreplak mostró alentador `` ranking covid '',2021-10-08,2
7382,covid-19 perú : minsa da importante advertencia tercera dosis,2021-10-08,2
7381,argentina disminuyó casi mitad ritmo vacunación covid-19 octubre,2021-10-08,2
7380,"científica conicet descarta tercera dosis , asegura ...",2021-10-08,2
7379,un informe oms pone relieve déficit mundial ...,2021-10-08,2
7378,cuáles países presentan casos depresión ansiedad pandemia covid-19,2021-10-08,2
7377,el domingo comienza vacunación covid-19 ...,2021-10-08,2
7416,"the kid milan : they ca n't drive yet , they 've played nations league final",2021-10-09,2
7409,adrien rabiot miss france 's clash spain nations ...,2021-10-09,2
7410,covid-19 see rabiot miss final,2021-10-09,2
7411,"spain sail grand prix : españa , victoria soñar final cádiz",2021-10-09,2
7415,cómo negacionistas pandemia intentaron engañar ...,2021-10-09,2
7413,s'pore set vaccinated travel lanes 9 country ...,2021-10-09,2
7414,singapore open 'vaccinated travel lane ' 8 country aim 'new normal ',2021-10-09,2
7408,rabiot test positive covid-19 miss nations league final,2021-10-09,2
7412,se dispara turismo vacunación ruso serbia ...,2021-10-09,2
7407,"alarma francia : rabiot , baja covid día final nations league españa",2021-10-09,2
7404,carla vizzotti firmó cañuelas constitución definitiva ...,2021-10-09,2
7405,jáchal : zona sanitaria iii organizó operativo integral vacunación,2021-10-09,2
7397,"uk cut 47 country covid travel 'red list , ' including argentina",2021-10-09,1
7398,"murió marcelo frydlewski , marido ana rosenfeld , tras larga internación coronavirus",2021-10-09,0
7399,falleció marido abogada ana rosenfeld,2021-10-09,2
7406,noticias gobierno santa fe,2021-10-09,2
7401,plan estratégico vacunación : martes miércoles ...,2021-10-09,2
7402,la depresión ansiedad aumentaron 25 % mundo pandemia,2021-10-09,1
7403,"yuri sufre fuertes síntomas disautonomía , secuela dejó covid-19",2021-10-09,2
7400,rabiot baja final españa dar positivo covid,2021-10-09,2
7425,aeropuertos eeuu servicio español pasajeros hispanos,2021-10-10,2
7431,kylian mbappé sink spain clinch nations league france,2021-10-10,2
7430,state leader unmoved college outrage lax covid rule,2021-10-10,2
7429,estonia facilitates entry requirements arrivals from ...,2021-10-10,2
7428,france 2-1 spain : mbappe winner earns les bleus comeback ...,2021-10-10,2
7427,"france , spain battle nations league title",2021-10-10,2
7426,andorra francia podrán esquiar pasaporte covid . ¿qué ...,2021-10-10,2
7432,three hells angels motorbike gang member arrested marbella,2021-10-10,2
7424,"clonazepam , gran ganador angustia covid-19",2021-10-10,2
7422,hurlingham | miles vecinos vecinas participaron ...,2021-10-10,2
7421,"la economía argentina crecimientos sector , ...",2021-10-10,1
7420,reinas show : bailarín yolanda medina internado villa panamericana tras contraer covid-19,2021-10-10,2
7419,"cómo ciencia falsa inventó ivermectina , fármaco “ milagroso ” coronavirus",2021-10-10,0
7418,bolsonaro pudo ingresar estadio ver partido gremio santos vacunado covid-19,2021-10-10,2
7417,se presentó plan nacional salud mental 2021/2025,2021-10-10,2
7423,"el duro relato toto kirzner , hijo araceli gonzález adrián suar : contó abusado",2021-10-10,2
7444,los acompañantes podrán acudir aeropuertos despedir familias tras mejora covid-19,2021-10-11,2
7452,agricultura apoya 380 empresas españolas presentes ...,2021-10-11,2
7451,una pcr « made spain » elimina falsos positivos coronavirus,2021-10-11,0
7450,how spanish tax hike affect expat ?,2021-10-11,2
7448,murcia covid update october 10 : all restrictions lifted due ...,2021-10-11,2
7447,live : volcano eruption continues la palma spain 's ...,2021-10-11,2
7446,"spain adds portugal , hungary & several other regions its ...",2021-10-11,2
7445,alcalá acogerá mayor muestra motos 'made spain ',2021-10-11,2
7443,"as covid case drop , dancing return spain ’ s nightclub",2021-10-11,2
7449,russia is delaying mutual recognition covid ...,2021-10-11,2
7441,"“ en serio , hagan ” : el consumo ivermectina covid genus escasez ee.uu . saben cómo frenarlo",2021-10-11,2
7434,un estudio detectó 3 principales factores riesgo asociados mortalidad covid-19 argentina,2021-10-11,2
7435,"música vivo , artistas internacionales medidas covid : así desfile día muertos 2021 cdmx",2021-10-11,2
7442,preguntas audiencia coronavirus : ¿es seguro ponerse tercera dosis vacuna covid-19 ?,2021-10-11,2
7436,"jóvenes 18 , 19 20 años reciben vacuna astrazeneca lima metropolitana callao",2021-10-11,2
7433,el laboratorio merck solicitó eeuu autorización píldora covid-19,2021-10-11,2
7438,un estudio revela verdadera eficacia vacunas ...,2021-10-11,2
7439,"para conmebol , partido argentina - brasil “ se definir cancha ”",2021-10-11,1
7440,el gobierno macri dejó argentina diez ...,2021-10-11,1
7437,australia inició desconfinamiento sídney tras cuarentena 100 días,2021-10-11,2
7464,pedro sánchez call unity spain celebrates national day,2021-10-12,2
7472,"análisis back 4 blood , ponemos prueba legado left ...",2021-10-12,2
7471,world rugby unveil 2022 sevens series schedule australia new zealand host,2021-10-12,2
7470,"want play australian open ? get vaccinated , minister tell player",2021-10-12,2
7469,"italy 's green pass might not be mandatory 2022 , health ...",2021-10-12,2
7468,"serious error delay led covid-19 death , mps say",2021-10-12,2
7467,"vtl : how many covid-19 tests you have to take , according ...",2021-10-12,2
7466,askst : 6 thing know quarantine-free travel ...,2021-10-12,2
7465,pedro sanchez jeered spain ’ s national day parade attended king felipe queen letizia,2021-10-12,2
7463,spain 's sanchez urge unity military parade return national day,2021-10-12,2
7462,"murió raúl baduel , militar venezolano alto rango encarcelado chavismo",2021-10-12,2
7461,argentina comienza vacunación niños 3 11 años | video,2021-10-12,1
7460,rusia logra frenar ola muertes covid-19 llegó nuevo máximo diario,2021-10-12,2
7459,"tercera dosis sinopharm : oms dijo necesaria , ¿qué evalúa argentina ?",2021-10-12,1
7458,vacunación menores covid : “ hay tener cautela ”,2021-10-12,2
7457,el duro relato justina bustos internación áfrica coronavirus : “ no podía controlar mente ”,2021-10-12,0
7456,"sebastián , primer niño corrientes ser vacunado coronavirus",2021-10-12,0
7455,salud lanzó manera simultánea vacunación covid-19 niños niñas 3 11 años,2021-10-12,2
7454,covid-19 : provincia buenos aires inició vacunación niños 3 11 años,2021-10-12,2
7453,argentina inició hoy vacunación covid-19 ...,2021-10-12,2
7485,france make covid-19 tests taken travel purposes ...,2021-10-13,2
7486,spain explores legalising recreational cannabis use,2021-10-13,2
7487,barcelona allowed max capacity camp nou ahead key match | daily sabah,2021-10-13,2
7488,españa mayor inversión ciencia historia gracias fondos europeos,2021-10-13,2
7492,us & several other third countries removed from bulgaria 's ...,2021-10-13,2
7490,"90,000 u.s. covid deaths since june were likely preventable , analysis finds",2021-10-13,2
7491,de ander herrera adriana abenia : famosos vuelcan ...,2021-10-13,2
7484,milan defender theo hernandez test positive covid-19,2021-10-13,2
7489,spanish former police inspector court ‘ sewer state ’ scandal,2021-10-13,2
7483,"raúl baduel , antiguo colaborador chávez , muere ...",2021-10-13,2
7482,las razones do eminencias medicina sostener covid-19 creado laboratorio,2021-10-13,2
7481,certificado vacunación : do maneras obtenerlo forma sencilla,2021-10-13,2
7474,las pérdidas económicas dejó covid-19 frontera ee.uu.-méxico,2021-10-13,2
7475,un me internada covid : justina bustos reveló dramática experiencia vivió áfrica,2021-10-13,2
7476,la hija raúl baduel denunció dictadura maduro asesinó falso covid-19,2021-10-13,2
7473,argentina recibe segunda donación 900 mil ...,2021-10-13,1
7478,vacunación covid : segunda dosis libre mayores 18 provincia buenos aires,2021-10-13,2
7479,por aire pasillos puede tener concentración virus habitaciones pacientes covid-19,2021-10-13,2
7480,se aprobó nuevo protocolo transporte público pasajeros,2021-10-13,2
7477,venezuela : presos políticos rafael javier tarazona dieron positivo covid-19,2021-10-13,2
7505,hundreds flee lava spread spain 's la palma,2021-10-14,2
7512,"los científicos , profesionales generan confianza ...",2021-10-14,2
7511,"more cash region , defense , science : spanish government detail expansive budget plan",2021-10-14,2
7510,should you mix match your covid vaccine booster ?,2021-10-14,2
7509,spain 's albastar applies €15mn covid aid - report,2021-10-14,2
7508,lidl carrefour lideran crecimientos distribución mercadona recupera perdido covid,2021-10-14,2
7507,spanish medical expert warn advanced breast cancer ...,2021-10-14,2
7506,uefa champions league – atletico madrid cf v ...,2021-10-14,2
7504,una empresa española desarrolla tecnología pionera eliminar microplásticos agua,2021-10-14,2
7503,several laboratory spain cultured isolated ...,2021-10-14,2
7493,salud presentó resultados preliminares primer análisis ...,2021-10-14,2
7501,son falsas engañosas varias afirmaciones video ...,2021-10-14,2
7500,"ozzy osbourne , único familia contrajo covid : “ ser adorador diablo ventajas ”",2021-10-14,2
7499,"la peor pesadilla tenista argentino : detenido alemania , deportado covid",2021-10-14,1
7498,covid-19 : ministro cevallos indica prudente iniciar clases escolares generales año,2021-10-14,2
7497,el ex presidente estados unidos bill clinton hospitalizado centro médico california,2021-10-14,2
7496,se espera ansia reapertura pasos terrestres ...,2021-10-14,2
7495,las muertes tuberculosis aumentan primera vez década efecto covid-19,2021-10-14,2
7494,la oms advirtió subieron muertes tuberculosis primera vez 15 años,2021-10-14,1
7502,sputnik : sola dosis eficaz delta vacunas laboratorios,2021-10-14,2
7525,"around 43,000 people 'given wrong pcr covid test result '",2021-10-15,2
7526,uk fall behind european peer battle covid ahead ...,2021-10-15,2
7527,"tlaloc blanco , bota 100 % impermeables potente ...",2021-10-15,2
7528,travelling from eu uk : rules applying eu digital ...,2021-10-15,2
7524,confirmed : us open borders vaccinated travellers ...,2021-10-15,2
7529,covid : 25 new case ; patient intensive care,2021-10-15,2
7530,las 10 mejores colchas invierno edredones nórdicos,2021-10-15,2
7531,spain greece progress world women 's junior water ...,2021-10-15,2
7532,europe 's energy crisis : here 's what spain is doing about ...,2021-10-15,2
7523,greenpeace sound alarm spain 's 'poisonous mega farm ',2021-10-15,2
7516,día mundial lavado manos,2021-10-15,2
7521,"brahim diaz , positivo covid-19",2021-10-15,2
7520,manzur guzmán reunieron empresarios inversores ...,2021-10-15,2
7519,colombia pagado vacuna moderna paises desarrollados,2021-10-15,2
7518,clausuraron laboratorio británico hizo 43 mil pruebas covid-19 erróneas : toda dieron negativo,2021-10-15,2
7517,bolivia argentina anuncian apertura gradual frontera común,2021-10-15,1
7515,"vacunas entrar estados unidos : solo aceptarán esquema completo , ¿desde cuándo ?",2021-10-15,2
7514,la argentina expuso avances estudio covid-19 ...,2021-10-15,2
7513,arribará hoy país cargamento 500.000 vacunas ...,2021-10-15,2
7522,uruguay vacuna covid : cómo obtener comprobante certificado vacunación,2021-10-15,2
7541,'it wasn ’ t arsenal ' - the inside story bellerin 's gunners exit,2021-10-16,2
7540,trying stop spain turning desert ...,2021-10-16,2
7539,argentinian judge indicts franco-era spanish minister homicide charge,2021-10-16,2
7538,"spain , france , italy & poland are among safest countries ...",2021-10-16,2
7537,los test covid dejan ser gratis francia ...,2021-10-16,2
7536,uk lists documents that need be carried football fans ...,2021-10-16,2
7535,asociativo : san jorge puso freno sportivo quitó ...,2021-10-16,2
7534,atletismo : campus jóvenes promesas cenard,2021-10-16,2
7533,esta vacuna favorita vendida mundo ; peligro usar mascarilla calle chile negocia importación primera pastilla covid : tres cosas aprendimos coronavirus semana,2021-10-16,0
7559,"how la nucia , town inland benidorm spain ’ s costa blanca , became green role model",2021-10-17,2
7558,"the difference spain stark . people wear mask , one complains . | opinion",2021-10-17,2
7560,squid game : did netflix drama take cue iconic housing estate calpe spain ’ s costa blanca ?,2021-10-17,2
7556,aena freeze tariff commits eur2.3 billion ...,2021-10-17,2
7555,'crying room ' in spain seeks to banish mental health taboo,2021-10-17,2
7554,explainer : everything need know pension plan spain,2021-10-17,2
7553,las playas llenan tras anuncio covid ...,2021-10-17,2
7552,life covid : eu re-thinks budget rule new,2021-10-17,2
7551,pandemic travel review : flying malaga spain back,2021-10-17,2
7557,the who representation office european union - the ...,2021-10-17,2
7549,el motivo davinson sánchez aislamiento preventivo 10 días,2021-10-17,2
7542,"coronavirus argentina : cuántos casos muertes hoy , 17 octubre",2021-10-17,0
7543,juan dios pantoja reapareció nebulizaciones luego confirmó contagio covid-19,2021-10-17,2
7544,este domingo 17 octubre reportan 1.299 nuevos contagios covid-19 colombia,2021-10-17,2
7550,villa media agua servicio cloaca población,2021-10-17,2
7546,pisaron piedras arrancaron carteles memorial víctimas coronavirus plaza mayo,2021-10-17,0
7547,cómo recuperar gusto tras coronavirus,2021-10-17,0
7548,"after lengthy covid-19 lockdown , weary world ready dance",2021-10-17,2
7545,"coronavirus argentina : casos berón de astrada , corrientes 17 octubre",2021-10-17,0
7572,"2022 , año recuperación mice según barómetro ...",2021-10-18,2
7579,la tv alemana pone españa ejemplo vacunación covid explica razones éxito,2021-10-18,1
7578,"the king untouchable , say spain 's pm",2021-10-18,2
7577,spain look ban prostitution sector grows big ...,2021-10-18,2
7576,gyms spain demand mask removed exercise,2021-10-18,2
7575,"'crying room ' spain seek remove stigma attached mental health , cry , seeking help",2021-10-18,2
7574,‘ female ’ winner spain ’ s €1m planeta literary prize turn three middle-aged men,2021-10-18,2
7573,70 per cent rise new case weekend : valencia ...,2021-10-18,2
7580,powell 's age cancer bout left vulnerable covid,2021-10-18,2
7571,getting flu vaccine spain 2021 : what need know,2021-10-18,2
7569,un éxito repentino coronavirus desconcierta japón,2021-10-18,0
7568,certificado vacunación covid-19 : cómo corregir datos incorrectos,2021-10-18,2
7567,argentina habilitará fronteras terrestres uruguay,2021-10-18,1
7566,es falso falleció nena santiago estero luego ...,2021-10-18,2
7565,argentina : repudian ataque monumento víctimas covid,2021-10-18,1
7564,el gobierno nacional anunció aumento salarial 10 ...,2021-10-18,2
7563,"coronavirus méxico 18 octubre : registraron 1,413 contagios 96 muertes último día",2021-10-18,0
7562,coronavirus argentina : cuántos casos muertes hoy 18 octubre,2021-10-18,0
7561,argentina recibió cargamento 900.000 ...,2021-10-18,1
7570,la línea aérea brasileña gol reanudará diciembre vuelos argentina,2021-10-18,1
7593,spain eas covid-19 restriction traveller uae bahrain,2021-10-19,2
7594,la ciudad méxico llega nivel bajo alerta ...,2021-10-19,1
7595,life covid : eu re-thinks budget rule new,2021-10-19,2
7596,similitudes diferencias ii : covid desastre nuclear chernóbil,2021-10-19,2
7592,spain tightens entry rules travellers from finland ...,2021-10-19,2
7598,programa trabajo comisión 2022 : hagamos ...,2021-10-19,2
7600,alibaba 's ma europe study tour- scmp,2021-10-19,2
7599,fears hard border horizon gibraltar,2021-10-19,2
7597,nearly one three music industry job lost covid,2021-10-19,2
7591,covid-19 spanish flu - drawing comparisons,2021-10-19,2
7582,"en semana , 10 % población 3 11 años ...",2021-10-19,2
7589,¿qué sabe mezcla vacunas covid-19 dosis refuerzo ?,2021-10-19,2
7581,comenzaron regir nuevos requisitos sanitarios ...,2021-10-19,2
7583,coronavirus argentina : cuántos casos muertes hoy 19 octubre,2021-10-19,0
7584,la nueva app permite guardar certificado vacunación covid-19 iphone ipad,2021-10-19,2
7590,revista científica anmat,2021-10-19,2
7586,la argentina cae ranking marcas país,2021-10-19,1
7587,salas cine : conoce nuevo protocolo sanitario ingreso requisitos debes cumplir,2021-10-19,2
7588,contagios covid-19 perú siguen descenso nivel nacional,2021-10-19,2
7585,“ no legal ” : lópez-gatell negó certificado vacunación covid-19 obligatorio reincorporación laboral,2021-10-19,2
7612,drone rescue plan dog trapped la palma volcano,2021-10-20,1
7619,estos animales peligrosos españa,2021-10-20,2
7618,impact new spanish cfc rule controlled foreign ...,2021-10-20,2
7617,sabalenka battle kremlin cup return ...,2021-10-20,2
7616,"la empresa formaspack , premio pyme año 2021 ...",2021-10-20,1
7615,exponential rise of ticks and mosquitos in spain,2021-10-20,2
7614,córdoba : 'the city flower ' back bloom covid break,2021-10-20,2
7613,mysterious ma : billionaire alibaba founder spotted spain,2021-10-20,2
7611,morocco ban uk flight due rising coronavirus rate,2021-10-20,0
7620,klm restores pre-covid network | news | flight global,2021-10-20,2
7609,estos puntos vacunación covid-19 miércoles 20 octubre bogotá,2021-10-20,2
7601,"uso tapabocas deja ser obligatorio buenos aires , argentina",2021-10-20,1
7602,"coronavirus : sólo persona ancianas enfermas mueren vacunadas , dice estudio",2021-10-20,0
7603,la producción petróleo superó pandemia ...,2021-10-20,1
7604,es falso certificar muerte covid-19 autopsia ...,2021-10-20,2
7610,día nacional lucha obesidad : aumentó ...,2021-10-20,2
7606,zelltek abrió nueva planta producción biotecnológica,2021-10-20,2
7607,uruguay : beneficios impositivos alentar turistas ...,2021-10-20,2
7608,tetaz : “ el año pasado perdieron argentina 40 % ...,2021-10-20,1
7605,covid-19 : cuatro cpc vacunan menores 3 17 años,2021-10-20,2
7631,¿cuál preocupación españoles pandemia ?,2021-10-21,2
7639,las provincias animales abandonados españa,2021-10-21,2
7638,bov 's birżebbuġa branch temporarily closed ...,2021-10-21,2
7637,switzerland : travellers from third-countries can now apply ...,2021-10-21,2
7636,citizens advanced economies want significant changes ...,2021-10-21,2
7635,eu : kosovo 's visa liberalisation process should be treated ...,2021-10-21,2
7634,unprecedented plan use drone rescue dog trapped lava spain 's la palma island,2021-10-21,2
7633,eu postpones approval russian sputnik v vaccine until ...,2021-10-21,2
7632,"the uk new covid-19 case france , germany , italy spain combined",2021-10-21,2
7640,consumidor consciente ( c ) : oportunidad marcas,2021-10-21,2
7630,15º informe vigilancia seguridad vacunas ( argentina ...,2021-10-21,1
7628,covid-19 : notifican 25 nuevos casos variante delta ...,2021-10-21,2
7627,vacunar niños covid seguro necesario,2021-10-21,2
7626,anmat recibe mención especial innovación,2021-10-21,2
7625,"según oms , murieron 80.000 180.000 trabajadores sanitarios covid-19",2021-10-21,2
7624,covid-19 : 534 nuevos casos positivos 7 muertes últimas 24 horas perú,2021-10-21,2
7623,los chico 3 11 años pueden empadronarse ...,2021-10-21,2
7622,se fijó piso 190 días clase ciclo lectivo 2022 ...,2021-10-21,2
7621,cuáles beneficios combinar vacunas covid-19,2021-10-21,2
7629,son falsas afirmaciones vacunación ...,2021-10-21,2
7653,"spain 's airline see winter flight pre-covid , ...",2021-10-22,2
7655,costa sol falling behind vaccine : andalusia covid ...,2021-10-22,2
7656,switzerland plans extend covid certificate requirement ...,2021-10-22,2
7652,el 89 % población española vacunaría dosis ...,2021-10-22,2
7658,germany travel restrictions tighten up arrivals from ...,2021-10-22,2
7659,kinahan gang fugitive arrested in lanzarote,2021-10-22,2
7660,edinburgh man accused murdering mother 'found dead ' spain warrant issued,2021-10-22,2
7657,"la educación , punto mira ciberdelincuentes",2021-10-22,1
7651,how traveller spain uk book 'cheaper ...,2021-10-22,2
7654,spain 's new pet id 2022 : what need know,2021-10-22,2
7649,"fecha confirmada pruebas aprender , ¿cómo serán ?",2021-10-22,2
7648,"memorial : luego hechos 17/10 , ciudad ...",2021-10-22,2
7647,la mascarilla rgb salió venta acabó minutos,2021-10-22,1
7650,conmebol confirmó fechas partidos argentina uruguay brasil eliminatorias,2021-10-22,1
7646,invima autoriza vacuna covid-19 niños 6 años,2021-10-22,2
7645,el avance pandemia mendoza : estadísticas ...,2021-10-22,2
7644,termina cuarentena coronavirus larga mundo,2021-10-22,0
7643,jair bolsonaro reafirmó obligatoria vacuna covid-19 pasaporte sanitario brasil,2021-10-22,2
7642,"# vacunaccion , campaña lanza salud unicef",2021-10-22,2
7641,"el emotivo homenaje agustina fontenla , exparticipante bake off argentina murió covid",2021-10-22,1
7673,spanish celebrate end covid lockdown running bull hair raising race return ...,2021-10-23,2
7672,"third country nationals , including britons , now need ...",2021-10-23,2
7671,spain reimburse fined violating covid-19 lockdown rule,2021-10-23,2
7670,los chico 3 11 años condiciones priorizadas ...,2021-10-23,2
7669,"cómo marcelo araujo , siete me caída contraer covid",2021-10-23,2
7668,síntesis reunión asesor seguridad nacional jake ...,2021-10-23,2
7665,"coronavirus argentina : casos la poma , salta 23 octubre",2021-10-23,1
7666,colombia registra 1.660 nuevos casos covid-19 23 octubre,2021-10-23,2
7664,el ministerio salud cdc avanzan trabajo conjunto ...,2021-10-23,2
7663,"el 54,7 % población argentina completó esquema vacunación",2021-10-23,1
7662,avanza vacunación niños adolescentes covid-19 país,2021-10-23,2
7661,en argentina cada cuatro nuevos casos ...,2021-10-23,1
