,Titulo,Data,Cluster,Ano
16938,cómo vacunación turno costa atlántica,2021-12-08,2,2021
16939,niños asma covid-19 : estudio mundial aportes ...,2021-12-08,1,2021
16940,¿qué buscado google argentinos ...,2021-12-08,2,2021
16941,island hospital feeling strain pandemic | news | goskagit.com,2021-12-08,2,2021
16942,80 healthcare staff spain catch covid christmas party,2021-12-08,0,2021
16943,from covid denial icu : ‘ my husband didn ’ t believe virus existed ’,2021-12-08,2,2021
16944,indonesia badminton team pull world championships,2021-12-08,2,2021
16945,new star atop spain 's sagrada familia illuminate ...,2021-12-08,0,2021
16946,fda authorizes astrazeneca antibody cocktail pre ...,2021-12-08,2,2021
16947,the architect trying finish sagrada familia 138 year,2021-12-08,2,2021
16948,spain may ban smoking car well bar ...,2021-12-08,0,2021
16949,etc : tourism eu down 77 % - greece & croatia among ...,2021-12-08,2,2021
16950,urbanization covid‐19 incidence : a cross‐country ...,2021-12-08,1,2021
16951,covid-19 vaccination booster dose during pregnancy ...,2021-12-08,1,2021
16952,ministerio salud pública habilitó puesto vigilancia ...,2021-12-08,2,2021
16953,richard carapaz invita seguir vuelta ciclística ecuador,2021-12-08,2,2021
16954,la ops exige 3 dosis china sinovac considerar ...,2021-12-08,2,2021
16955,sector minero cuestiona medida corte caso los ...,2021-12-08,2,2021
16956,¿por coloca vacuna astrazeneca dosis refuerzo ecuador ?,2021-12-08,2,2021
16957,"lo buscado google 2021 : 'squid game ' , bitcoin ...",2021-12-08,2,2021
16958,lasso presenta portafolio inversiones secretario ...,2021-12-08,2,2021
16959,hospital general latacunga ejecuta estrategia “ reactivando ...,2021-12-08,2,2021
16960,zapotillo aprobó visita turistas florecimiento ...,2021-12-08,2,2021
16961,los nuevos antivirales covid ofrecen esperanza frente variante ómicron,2021-12-08,2,2021
16962,el ministerio salud informa anlis-malbrán ...,2021-12-09,2,2021
16963,la oms confirmó inmunidad vacunas coronavirus dura 6 me,2021-12-09,1,2021
16964,brasil reabre fronteras terrestres : argentinos podrán ingresar partir sábado,2021-12-09,2,2021
16965,"polémica martiniano molina : vacunó , covid-19 podrá sesionar diputado si aplica",2021-12-09,1,2021
16966,insólito cierre fronteras : argentina nadie sabe cuándo abrirán pasos uruguay,2021-12-09,2,2021
16967,patricio giménez polémico nunca declaraciones anti argentina,2021-12-09,2,2021
16968,covid 19 : refuerzo mayores 18 habilitado tras ...,2021-12-09,1,2021
16969,anmat continúa creciendo regulación internacional ...,2021-12-09,2,2021
16970,catástrofe educativa : pandemia generó deserción escolar crítica argentina,2021-12-09,2,2021
16971,es falso cruz roja prohíbe donar plasma ...,2021-12-09,2,2021
16972,kimmich jugará bayern múnich 2022 `` leves infiltraciones pulmón '' tras covid-19,2021-12-09,1,2021
16973,covid passport in murcia only mandatory in nightlife venues,2021-12-09,2,2021
16974,only one area spain ’ s costa blanca property sale back pre-covid level – one ?,2021-12-09,0,2021
16975,another covid-19 wave & omicron variant inflict travel ...,2021-12-09,1,2021
16976,mercadona supermarket spain pay staff inflation-matching wage increase,2021-12-09,0,2021
16977,giant star illuminates barcelona skyline inauguration sagrada familia tower,2021-12-09,2,2021
16978,la comisión europea aprueba roactemra tratar ...,2021-12-09,2,2021
16979,"sweden permits entry vaccinated salvadorans , bans ...",2021-12-09,2,2021
16980,the rise covid-19 vaccines animals,2021-12-09,1,2021
16981,eu one health report : drop reported zoonotic disease ...,2021-12-09,2,2021
16982,vacunatón covid-19 cumplirá fin ...,2021-12-09,1,2021
16983,ecuador espera estabilizar deuda 2022 empezar ...,2021-12-09,2,2021
16984,corte constitucional dispone salud publique lista ...,2021-12-09,2,2021
16985,el camino debe transitar ricardo rivera tras salir ...,2021-12-09,2,2021
16986,política anticorrupción gobierno incluye crear comisión,2021-12-09,2,2021
16987,rmrp 2022 ecuador - ecuador,2021-12-09,2,2021
16988,govero gana segunda etapa ; montenegro líder,2021-12-09,2,2021
16989,la onu solicita 1790 millones dólares ayudar ...,2021-12-09,2,2021
16990,se completó segunda fase implementación sistema ...,2021-12-09,2,2021
16991,¿a cuánto asciende pobreza américa latina ? la ...,2021-12-09,2,2021
16992,ya oficial pase libre covid-19 provincia buenos aires : cómo tramitarlo exigirán,2021-12-10,1,2021
16993,prueban vacuna arn mensajero vih similar hicieron covid-19,2021-12-10,1,2021
16994,se habilitan puentes internacionales libertador general ...,2021-12-10,2,2021
16995,francia cerró discotecas prohibió bailar bares restaurantes aceleración infecciones covid-19,2021-12-10,1,2021
16996,coronavirus argentina : fuerte incremento contagios fallecidos 24 horas,2021-12-10,1,2021
16997,"minsa : carnet vacunación obligatorio hospitales , farmacias , bodega transporte público",2021-12-10,2,2021
16998,"pase sanitario covid caba : cómo e , dónde piden , cómo trámite",2021-12-10,2,2021
16999,"carlos montero ministra salud nación , carla ...",2021-12-10,2,2021
17000,certificado vacunación : hacer si aparece app ...,2021-12-10,2,2021
17001,la niña dejó crecer pelo tobillos ...,2021-12-10,2,2021
17002,the coronavirus outbreak southern spain turned christmas bash nightmare,2021-12-10,0,2021
17003,what searching for ?,2021-12-10,2,2021
17004,region of murcia nears 4000 active cases : covid update ...,2021-12-10,2,2021
17005,spain women soccer teams cut out billion-dollar bid ...,2021-12-10,0,2021
17006,december eu travel restrictions : covid-19 vaccination ...,2021-12-10,1,2021
17007,"covid-19 could eventually seasonal , scientist say",2021-12-10,1,2021
17008,epidemiological update : omicron variant concern ( voc ...,2021-12-10,2,2021
17009,las relaciones ue américa latina debate : cómo ...,2021-12-10,2,2021
17010,holiday mum blast government vaccine delay mean leave daughter behind,2021-12-10,2,2021
17011,in defense of travel and tourism,2021-12-10,2,2021
17012,fallecidos covid-19 vacunados – ministerio ...,2021-12-10,1,2021
17013,"vacunas covid-19 , llegado ecuador , ...",2021-12-10,1,2021
17014,"interpol arresta 216 traficantes persona , 16 ecuador",2021-12-10,2,2021
17015,perú prohíbe fiesta reuniones navidad,2021-12-10,2,2021
17016,sebastián novoa gana tercera etapa vuelta ciclística ...,2021-12-10,2,2021
17017,ecuador produce harina mosca,2021-12-10,2,2021
17018,preocupación cambio extremo protagonista 'pedro ...,2021-12-10,2,2021
17019,tramo vía baeza-lago agrio cae río coca,2021-12-10,2,2021
17020,'satisfechos ' 'preocupados ' sentencia cc ...,2021-12-10,2,2021
17021,lasso dice 13 diciembre hará anuncio ...,2021-12-10,2,2021
17022,"verano 2022 : pasos fronterizos aéreos , terrestres marítimos habilitados cerrados país",2021-12-11,2,2021
17023,escándalo nueva zelanda : hombre vacunó diez veces coronavirus solo día,2021-12-11,1,2021
17024,vizzotti recibió flamante presidente consejo ...,2021-12-11,2,2021
17025,navidad año nuevo : se pondrán multas acatar restricciones 25 diciembre 1 enero,2021-12-11,2,2021
17026,requisitos ingresar brasil : fallo corte suprema obliga exigir certificado vacunación,2021-12-11,2,2021
17027,acuerdo vizzotti referentes gremiales reconocer ...,2021-12-11,2,2021
17028,decenas mile austriacos protestaron nuevamente vacunación obligatoria viena,2021-12-11,2,2021
17029,minsa aclara “ certificado exención vacunas ” falso denunciará ofrezcan ciudadanía,2021-12-11,2,2021
17030,scioli modifica anuncio : brasil abre frontera terrestre argentina sábado,2021-12-11,2,2021
17031,tercera dosis ciudad : deben hacer vacunaron afuera reciben turno,2021-12-11,2,2021
17032,spain cut tax digital nomad,2021-12-11,0,2021
17033,"lío conference league covid : tottenham , eliminado jugar rennes",2021-12-11,2,2021
17034,protesters march covid-19 health pas barcelona,2021-12-11,1,2021
17035,covid : study show omicron variant may milder delta,2021-12-11,2,2021
17036,"omicron could cause 75,000 death england end april , say scientist",2021-12-11,2,2021
17037,how 1918 flu pandemic ended what it means covid ...,2021-12-11,2,2021
17038,anabel pantoja zapatillas ‘ made spain ’ perfecta look sábado noche deportivo,2021-12-11,0,2021
17039,epidemiological update : omicron variant concern ( voc ...,2021-12-11,2,2021
17040,covid-19 recovery certificates entering greece are now ...,2021-12-11,1,2021
17041,"archbishop gordon test negative covid-19 , ...",2021-12-11,1,2021
17042,'vacunatón ' covid-19 11 12 diciembre,2021-12-11,1,2021
17043,"claves conocer pájaro pinzón , descubierto ecuador",2021-12-11,2,2021
17044,socio emelec debe presentar carné vacunación covid-19 dosis completa ingresar capwell ver final ligapro independiente,2021-12-11,1,2021
17045,"`` amarillo , azul rojo '' , película retrata migración ...",2021-12-11,2,2021
17046,colombia vacunará covid-19 fronteras migrantes cualquier país,2021-12-11,1,2021
17047,vocero testigos jehová ecuador : “ no ...,2021-12-11,2,2021
17048,el gobierno nacional lanza pase sanitario cuidar ...,2021-12-12,2,2021
17049,coronavirus : 4 casos ómicron argentina,2021-12-12,1,2021
17050,el ministerio salud confirma 4 casos sars cov-2 ...,2021-12-12,2,2021
17051,"coronavirus argentina : cuántos casos muertes hoy , 12 diciembre",2021-12-12,1,2021
17052,"luis cámera , médico asesor gobierno : “ podemos llegar navidad encima seis mil casos coronavirus ”",2021-12-12,1,2021
17053,el presidente sudáfrica informó covid-19,2021-12-12,1,2021
17054,pcr real time certificado vacunación : requisitos piden hoy entrar brasil,2021-12-12,2,2021
17055,pase sanitario argentina : hacer si aparece bien app mi argentina,2021-12-12,2,2021
17056,rubén blades pospone concierto panamá covid-19 director orquesta,2021-12-12,1,2021
17057,cuál inusual síntoma nueva variante ómicron aparece noche,2021-12-12,2,2021
17058,el impacto devastador covid : peor crisis ...,2021-12-12,2,2021
17059,floods claim second victim northern spain,2021-12-12,0,2021
17060,spain start vaccinating child aged 5-11 expert warn ...,2021-12-12,0,2021
17061,epidemiological update : omicron variant concern ( voc ...,2021-12-12,2,2021
17062,los médicos atención primaria denuncian use ...,2021-12-12,2,2021
17063,muguruza 's coach martinez named wta coach year,2021-12-12,2,2021
17064,'benidorm ghost town ! ' british expat could 'abandon spain ' – new restriction,2021-12-12,0,2021
17065,bishop married erotic novelist ( and sell pig semen ) formally ‘ defrocked ’ spain ’ s catholic church,2021-12-12,0,2021
17066,analysis : the beastly dilemma animal right spain,2021-12-12,0,2021
17067,malaga taxi prepare annual child ’ s day trip celebrate christmas,2021-12-12,2,2021
17068,independiente valle festeja título ecuador,2021-12-12,2,2021
17069,matt gover empieza líder quinta etapa vuelta ecuador,2021-12-12,2,2021
17070,apreciación dólar impactará comercio exterior país,2021-12-12,2,2021
17071,senae aún adecua sistema nuevos beneficios tributarios,2021-12-12,2,2021
17072,"aumentan quejas falta medicinas , ibuprofeno , insumos operaciones turnos exámenes hospital iess ambato",2021-12-12,2,2021
17073,pronóstico regional tiempo lunes 13 diciembre ecuador,2021-12-12,2,2021
17074,coronavirus argentina : cuántos casos muertes hoy 13 diciembre,2021-12-13,1,2021
17075,todo saber tramitar pase sanitario impondrá gobierno enero,2021-12-13,2,2021
17076,"pase sanitario : cómo descargarlo aplicación cuidar , paso paso",2021-12-13,2,2021
17077,cuidar mi argentina : similitude diferencias apps,2021-12-13,2,2021
17078,vacuna argentina arvac-cecilia grierson covid-19 : emerge prometedora ómicron nuevas variantes,2021-12-13,1,2021
17079,"la ciencia , tecnología innovación cruciales ...",2021-12-13,2,2021
17080,¿cuántos casos variante ómicron detectados argentina ?,2021-12-13,2,2021
17081,"kreplak : “ el pase sanitario va pedir restaurantes , bares , gimnasios , teatros realizar trámites vtv ”",2021-12-13,2,2021
17082,"qué necesita cruzar pasos fronterizos argentina , brasil uruguay",2021-12-13,2,2021
17083,preparan amparos implementación pase sanitario,2021-12-13,2,2021
17084,spain receives first shipment covid-19 vaccine child,2021-12-13,1,2021
17085,nhs covid pass 12 15 year old international travel,2021-12-13,2,2021
17086,geneva prosecutor closes spain-saudi money laundering ...,2021-12-13,0,2021
17087,more spanish catalan ? what foreign parent catalonia ...,2021-12-13,2,2021
17088,covid deaths hit 800000 ; post-tornado injuries ; first ...,2021-12-13,2,2021
17089,el futuro industria 'made spain ' pasa mercado ...,2021-12-13,0,2021
17090,international arrivals & nights spent eu plummet 71.8 ...,2021-12-13,2,2021
17091,movistar dazn reparten derechos laliga próximos cinco años 4.950 millones,2021-12-13,2,2021
17092,amnesty international criticises controversial gag laws in ...,2021-12-13,2,2021
17093,breakingviews - harley-davidson hitch easy ride spac ...,2021-12-13,2,2021
17094,johnson confirma primera muerte ómicron reino ...,2021-12-13,2,2021
17095,covid-19 : la inevitable tercera dosis,2021-12-13,1,2021
17096,alerta premier league 42 positivos covid,2021-12-13,2,2021
17097,congreso ee.uu . ultima detalles vigencia sistema ...,2021-12-13,2,2021
17098,"este ingreso real trabajador , tras alza ...",2021-12-13,2,2021
17099,joven modelo hallada vida departamento manta,2021-12-13,2,2021
17100,en 14 horas llovió esperado diciembre ...,2021-12-13,2,2021
17101,webinar mitos vacunas covid-19 niños : ¿por vacunarlos ?,2021-12-13,1,2021
17102,pichincha provincia mayor cobertura vacunación anti-covid-19 : supera 85 %,2021-12-13,1,2021
17103,presidente guillermo lasso anuncia salario básico unificado subirá $ 425 2022,2021-12-13,2,2021
17104,guía vacunas recomendadas aplicar tercera dosis covid-19,2021-12-14,1,2021
17105,la pandemia reforzó confianza ciencia ...,2021-12-14,2,2021
17106,coronavirus argentina : cuántos casos muertes hoy 14 diciembre,2021-12-14,1,2021
17107,"covid-19 argentina : registraron 4.555 casos , cifra alta últimos 100 días",2021-12-14,1,2021
17108,vacunación covid-19 : minsa pide intervención policía casos falsa inscripción vacunados,2021-12-14,1,2021
17109,estados unidos incluyó italia lista países alto riesgo covid-19,2021-12-14,1,2021
17110,vacunación covid : cronograma semanal - municipalidad ...,2021-12-14,2,2021
17111,no comparables pasaporte salud alemania ...,2021-12-14,2,2021
17112,el coe habilita entrega certificado vacunación covid 19,2021-12-14,1,2021
17113,vacaciones provincia buenos aires : el gobierno permitirá vacunación covid gente distritos,2021-12-14,2,2021
17114,la comunidad madrid abre autocita vacuna covid-19 niños 9 11 años,2021-12-14,1,2021
17115,aie : la demanda petróleo crecerá mercado sobreabastecido 2022,2021-12-14,2,2021
17116,spanish child increased suicidal thought due ...,2021-12-14,2,2021
17117,spain 's zaragoza brace flood ebro river set break ...,2021-12-14,0,2021
17118,covid-19 : almost 100 icu staff malaga hospital test ...,2021-12-14,1,2021
17119,la rising llegará 2022 liga regular valorant lvp,2021-12-14,2,2021
17120,any europeu joventut 2022 per apoderar el jove,2021-12-14,2,2021
17121,"spain invest 6.9 bln euro renewables , green hydrogen ...",2021-12-14,0,2021
17122,ancient greek drug could cut covid-19 death - israeli scientist,2021-12-14,1,2021
17123,dealz-poundland discount owner see mitigating price ...,2021-12-14,2,2021
17124,ecuador confirma primer caso ómicron – ministerio ...,2021-12-14,2,2021
17125,ministerio salud confirma variante ómicron ...,2021-12-14,2,2021
17126,coronavirus : ecuador reporta primer caso positivo ...,2021-12-14,1,2021
17127,"cinco medidas controlar pandemia covid-19 , ...",2021-12-14,1,2021
17128,tres expertos aclararán dudas vacunación ...,2021-12-14,2,2021
17129,ministro trabajo : 'nadie pierde empleo aumento ...,2021-12-14,2,2021
17130,diego montalvo gana séptima etapa haro líder ...,2021-12-14,2,2021
17131,ecuador : eeuu retira visa generales narcotráfico,2021-12-14,2,2021
17132,frontera ecuador colombia abre miércoles 15 primera fase ; solo transporte mercancías,2021-12-14,2,2021
17133,"limitaciones aforo , prohibición bailes , procesiones quema monigotes áreas públicas , medidas restrictivas navidad fin año",2021-12-14,2,2021
17134,todo saber pase sanitario cuidar,2021-12-15,2,2021
17135,coronavirus argentina : reportaron 31 muertos 4819 nuevos contagios,2021-12-15,1,2021
17136,chile aprobó uso vacuna pfizer niños cinco años,2021-12-15,2,2021
17137,minsa dispone trabajadores sector privado laboren vacunación completa covid-19 30 días,2021-12-15,1,2021
17138,google lanzó campaña interna empleados vacunen covid-19,2021-12-15,1,2021
17139,lanzamiento informe “ evaluación impacto covid ...,2021-12-15,2,2021
17140,arritmia agüero causada covid vacuna anticovid ( cardiólogo ),2021-12-15,2,2021
17141,italia clasificó segura argentina : significa turistas cómo situación resto europa,2021-12-15,2,2021
17142,córdoba : dónde puedo ponerme tercera dosis vacuna covid-19,2021-12-15,1,2021
17143,base argentina petrel antártida reabierta ...,2021-12-15,2,2021
17144,guide spain 's covid-19 vaccination drive child,2021-12-15,1,2021
17145,"dudas seguridad efectos secundarios , ...",2021-12-15,2,2021
17146,comisión von der leyen : do años medidas ...,2021-12-15,2,2021
17147,european country start vaccinating 5- 11-year-olds amid high covid infection rate,2021-12-15,2,2021
17148,seis eurodiputados sancionados negarse enseñar pasaporte covid : quiénes,2021-12-15,2,2021
17149,"france , spain , uae added covid ‘ red ’ list banned country",2021-12-15,0,2021
17150,johnson defends 'proportionate ' plan covid pass ...,2021-12-15,2,2021
17151,"real 's modric , marcelo isolation positive covid-19 test | daily sabah",2021-12-15,1,2021
17152,omicron : israel ban citizen travel uae several ...,2021-12-15,2,2021
17153,‘ tremor zero ’ : la palma volcano may calming,2021-12-15,2,2021
17154,se reabre frontera ecuador-colombia tras 21 me ...,2021-12-15,2,2021
17155,ecuador colombia reabren frontera tras 20 me cierre,2021-12-15,2,2021
17156,colombia ecuador reabren frontera restricciones,2021-12-15,2,2021
17157,ecuador reporta primer caso variante ómicron,2021-12-15,2,2021
17158,ecuador reporta primer caso variante ómicron,2021-12-15,2,2021
17159,ante confirmación variante ómicron coronavirus ecuador prevén nuevas medidas restrictivas,2021-12-15,1,2021
17160,coe guayaquil pide recursos controlar quema ...,2021-12-15,2,2021
17161,unas 300.000 persona esperan vacunar zona rurales ...,2021-12-15,2,2021
17162,un socavón zaruma destruyó viviendas,2021-12-15,2,2021
17163,"ecuador , primer exportador cacao américa avanza ...",2021-12-15,2,2021
17164,argentina dona millón vacunas covid-19 ...,2021-12-16,1,2021
17165,coronavirus argentina : cuántos casos muertes hoy 16 diciembre,2021-12-16,1,2021
17166,covid-19 : aceleran casos superó barrera 5.000,2021-12-16,1,2021
17167,coronavirus : mar plata aplicaron 17 vacunas vencidas explicaron “ un error humano ”,2021-12-16,1,2021
17168,covid-19 : gobierno prevé aplicación cuarta dosis vacuna do grupos específicos,2021-12-16,1,2021
17169,covid-19 : 62 % internados vacunados,2021-12-16,1,2021
17170,premier league : suspendieron do partidos covid duda fecha fin semana,2021-12-16,2,2021
17171,antivacunas bloquean panamericana sur obligatoriedad dosis covid-19,2021-12-16,1,2021
17172,cómo búsqueda súper vacuna vencer ómicron toda variantes covid-19,2021-12-16,1,2021
17173,covid-19 : vacunas disponibles centros ...,2021-12-16,1,2021
17174,spain approves booster shot over-40s amid spike daily coronavirus case,2021-12-16,0,2021
17175,la moncloa . 16/12/2021 . darias : seguiremos haciendo frente ...,2021-12-16,2,2021
17176,antigen test spain : sales rocket expert warn create false sense security,2021-12-16,0,2021
17177,four real madrid player test positive covid-19,2021-12-16,1,2021
17178,statement executive vice-president vestager ...,2021-12-16,2,2021
17179,france ban non-essential travel from uk amid omicron ...,2021-12-16,2,2021
17180,records fall border close world race get control omicron,2021-12-16,2,2021
17181,how rising inflation affecting spain,2021-12-16,0,2021
17182,s.korea 's fin min prepare $ 3.6 bln covid-19 stimulus ...,2021-12-16,1,2021
17183,israel put uae red list - globes,2021-12-16,2,2021
17184,méxico dona millón dosis astrazeneca ...,2021-12-16,2,2021
17185,suspendido manchester united vs. brighton casos ...,2021-12-16,2,2021
17186,el brighton & hove albion vs. manchester united ...,2021-12-16,2,2021
17187,llaman juicio abdalá jacobo bucaram ...,2021-12-16,2,2021
17188,la premier league suspende partidos casos covid,2021-12-16,2,2021
17189,apple suspende retorno oficinas ; dará usd 1 000 ...,2021-12-16,2,2021
17190,zaruma hunde minería época colonial,2021-12-16,2,2021
17191,"vacunatón , sábado 18 domingo 19 diciembre",2021-12-16,1,2021
17192,`` tenemos doble pandemia '' : reino unido rompe récord ...,2021-12-16,2,2021
17193,la copa libertadores femenina jugará octubre 2022,2021-12-16,2,2021
17194,covid-19 : pacientes unidades terapia intensiva aumentaron 31 % último me argentina,2021-12-17,1,2021
17195,covid-19 : aceleran casos reportan 5.648 ...,2021-12-17,1,2021
17196,"covid-19 : gobierno planea cierres , cuarentena , ...",2021-12-17,1,2021
17197,argentina dona bolivia millón dosis vacunas ...,2021-12-17,2,2021
17198,fiestas covid : oms pide hacer ...,2021-12-17,2,2021
17199,salud publicó nuevas advertencias sanitarias ...,2021-12-17,2,2021
17200,"pensión vitalicia familiares víctimas covid : oficial podrá cobrarse instante , ¿a quiénes",2021-12-17,2,2021
17201,córdoba confirmó 454 casos variante ómicron ...,2021-12-17,2,2021
17202,ronda seguimiento proyectos apoyados ...,2021-12-17,2,2021
17203,pase sanitario nacional 2022 cuidar,2021-12-17,2,2021
17204,españa entra riesgo alto covid semana navidad : incidencia supera 500,2021-12-17,2,2021
17205,"ayuso , contagios covid : `` vienen semanas complicadas . no vamos tener libertad salud ''",2021-12-17,2,2021
17206,"omicron variant spread across spain : in madrid , already account 30 % diagnosed case",2021-12-17,0,2021
17207,guardiola suspende rueda prensa test “ no concluyente ” covid recién llegado barcelona,2021-12-17,2,2021
17208,spain 's coronavirus infection rate rise 'very high risk ' level,2021-12-17,0,2021
17209,france will not impose additional covid-19 entry ...,2021-12-17,1,2021
17210,canary islands gov ask supreme court make covid certificate mandatory,2021-12-17,2,2021
17211,spain prolongs ban southern african flights another 2 ...,2021-12-17,0,2021
17212,3 real madrid player must step luka modric,2021-12-17,2,2021
17213,2022 spell official 'adiós ' spain 's public payphones,2021-12-17,0,2021
17214,ómicron llega guayaquil suma 2 casos confirmados ...,2021-12-17,2,2021
17215,segundo caso variante ómicron covid-19 confirma ecuador ; contagio guayaquil,2021-12-17,1,2021
17216,ecuador realizará “ vacunatón ” acelerar inmunización avance ómicron,2021-12-17,2,2021
17217,más 500 puntos activarán segundo vacunatón ...,2021-12-17,2,2021
17218,autorizan reapertura total frontera ecuador-colombia,2021-12-17,2,2021
17219,más 2 000 puntos pruebas covid gratuitas,2021-12-17,2,2021
17220,el pase niño viajero cuenca solo ...,2021-12-17,2,2021
17221,"'medir tierra ' , viaje pasado mirada futuro ...",2021-12-17,2,2021
17222,"cuatro ecuatorianos , rally dakar 2022",2021-12-17,2,2021
17223,la minería ilegal hunde zaruma,2021-12-17,2,2021
17224,por propaga tan rápido variante ómicron covid-19,2021-12-18,1,2021
17225,comenzó recorrer país primer vacunatorio móvil “ el ...,2021-12-18,2,2021
17226,en tucumán investigan causa muerte nena 3 años tras vacunarse coronavirus :,2021-12-18,1,2021
17227,"ante aumento variante ómicron , ¿qué hacer si obtiene resultado positivo covid-19 ?",2021-12-18,1,2021
17228,cuba confirma primera muerte covid-19 semana,2021-12-18,1,2021
17229,por mirar dinamarca ver futuro covid-19,2021-12-18,1,2021
17230,centros testeo covid-19 córdoba : dónde podés hisoparte fin semana,2021-12-18,1,2021
17231,vuelos internacionales argentina marzo 2022,2021-12-18,2,2021
17232,"argentines recall nation ’ s worst ever crisis , 20 year",2021-12-18,2,2021
17233,covid-19 : luce alarma emiliano martínez aston villa,2021-12-18,1,2021
17234,sánchez convocará conferencia presidentes avance sexta ola covid,2021-12-18,2,2021
17235,la covid provoca vuelta kyrie irving brooklyn nets : paradoja incomprensible nba,2021-12-18,2,2021
17236,así fiesta 2.000 menores incumpliendo medidas covid : `` mis hijos allí '',2021-12-18,2,2021
17237,la gerencia atención integrada albacete entrega ...,2021-12-18,2,2021
17238,spain 's truck driver call christmas strike,2021-12-18,0,2021
17239,spain france introduce new travel restriction brits,2021-12-18,0,2021
17240,resurgir cenizas . especial resumen año,2021-12-18,2,2021
17241,‘ a francoist daydream ’ : spain ’ s right cling imperialist past,2021-12-18,0,2021
17242,ryanair chief michael o'leary blast 'idiot ' anti-vaxxers,2021-12-18,2,2021
17243,chief suspect coolock feud murder return spain hand gardai,2021-12-18,0,2021
17244,ecuador colombia homologan carné vacunación ...,2021-12-18,2,2021
17245,tercer caso detectado ómicron ecuador ; do ...,2021-12-18,2,2021
17246,salud confirma tercer caso variante ómicron ecuador,2021-12-18,2,2021
17247,médico intensivista césar mariscal cree variante ómicron transmisión comunitaria guayaquil llama mantener norma bioseguridad,2021-12-18,2,2021
17248,ecuador : erosión río coca nuevamente amenaza ...,2021-12-18,2,2021
17249,los guayaquil cuartos juegos bolivarianos ...,2021-12-18,2,2021
17250,vuelve ecuador campaña masiva covid-19,2021-12-18,1,2021
17251,seis consejos compartir festividades forma segura ...,2021-12-18,2,2021
17252,otra vivienda desploma socavón zaruma,2021-12-18,2,2021
17253,las bancadas legislativas reconfiguraron menos 8 ...,2021-12-18,2,2021
17254,coronavirus argentina : cuántos casos muertes hoy 19 diciembre,2021-12-19,1,2021
17255,argentina informa 3.254 casos coronavirus cuatro muertes covid-19,2021-12-19,1,2021
17256,la web la líder,2021-12-19,2,2021
17257,arribó país cargamento 936.800 vacunas ...,2021-12-19,2,2021
17258,pm call urgent meeting regional president sixth covid wave,2021-12-19,2,2021
17259,"tecnología sanitarium made spain , potente límites",2021-12-19,0,2021
17260,germany imposes stricter travel restrictions arrivals from ...,2021-12-19,2,2021
17261,sánchez lanza mensaje `` tranquilidad '' covid ...,2021-12-19,2,2021
17262,el pais newspaper : catholic church spain faces major abuse investigation,2021-12-19,0,2021
17263,what like go holiday middle pandemic,2021-12-19,2,2021
17264,the christmas covid rule country around world,2021-12-19,2,2021
17265,il divo star carlos marín dy covid aged 53 manchester hospital put induced ...,2021-12-19,2,2021
17266,covid 's icy grip europe : winter infection soar country bid slow march omicron,2021-12-19,2,2021
17267,msp lidera acciones conjuntas enfrentar pandemia ...,2021-12-19,2,2021
17268,red integral sanitarium fortalece sistema salud ...,2021-12-19,2,2021
17269,más 51 000 dosis aplicaron segundo vacunatón ...,2021-12-19,2,2021
17270,ecuador gana sudamericano vela lightning,2021-12-19,2,2021
17271,chilenos residentes quito acudieron emitir voto ...,2021-12-19,2,2021
17272,tres heridos dejó siniestro bus moto quito,2021-12-19,2,2021
17273,¿dónde pueden realizar pruebas diagnóstico covid-19 quito ?,2021-12-19,1,2021
17274,vizzotti : “ con donación vacunas trayendo ...,2021-12-20,2,2021
17275,coronavirus : cómo funcionará pase sanitario empezará regir mañana córdoba,2021-12-20,1,2021
17276,pase sanitario : disponible aplicación cidi ...,2021-12-20,2,2021
17277,coronavirus argentina : cuántos casos muertes hoy 20 diciembre,2021-12-20,1,2021
17278,el gobierno destinó $ 180.205 millones aporte solidario ...,2021-12-20,2,2021
17279,detectaron 40 casos covid-19 crucero llegó miami,2021-12-20,1,2021
17280,escritoriazo uefa : tottenham eliminado casos ...,2021-12-20,2,2021
17281,coronavirus 2024 : alto científico pfizer lejos fin pandemia,2021-12-20,1,2021
17282,"el gobierno habilitó cuatro pasos fronterizos santa cruz , argentina chile",2021-12-20,2,2021
17283,los casos covid-19 aumentaron 75 % semana tasa positividad superó recomendada oms,2021-12-20,1,2021
17284,coronavirus rule spain : what i i test positive ?,2021-12-20,0,2021
17285,rafa nadal da positivo covid deja aire calendario 2022,2021-12-20,2,2021
17286,rafa nadal test positive covid-19 : australian open plan doubt,2021-12-20,1,2021
17287,la comisión europea autoriza quinta vacuna segura ...,2021-12-20,2,2021
17288,ayuso rechaza nuevas restricciones día madrid entra riesgo extremo covid,2021-12-20,2,2021
17289,spain ’ s region unwilling introduce strict restriction despite rise coronavirus case,2021-12-20,0,2021
17290,francina armengol da positivo covid-19 : `` gracias vacunada sólo síntomas leves '',2021-12-20,1,2021
17291,"cdc : spain , finland and 6 other countries get 'avoid travel ...",2021-12-20,0,2021
17292,"il divo star , spanish baritone carlos marín dy covid-19 aged 53",2021-12-20,1,2021
17293,uk travellers might face stricter rules when reaching ...,2021-12-20,2,2021
17294,guayaquil registra incremento muertes covid-19,2021-12-20,1,2021
17295,cuatro variantes 'preocupación ' predominan ecuador ...,2021-12-20,2,2021
